DateRep	CountryExp	AllConfCases	AllDeaths
15.04.2020	Bremen	500	21
15.04.2020	Hamburg	3869	67
15.04.2020	Hessen	6347	173
15.04.2020	Mecklenburg-Vorpommern	624	11
15.04.2020	Niedersachsen	8019	224
15.04.2020	Nordrhein-Westfalen	25835	607
15.04.2020	Rheinland-Pfalz	5004	77
15.04.2020	Saarland	2145	58
15.04.2020	Sachsen	3819	73
15.04.2020	Sachsen-Anhalt	1223	26
15.04.2020	Schleswig-Holstein	2245	54
15.04.2020	Thüringen	1550	38
15.04.2020	Gesamt	127584	3254
16.04.2020	Baden-Württemberg	25881	802
16.04.2020	Bayern	35142	1049
16.04.2020	Berlin	4848	74
16.04.2020	Brandenburg	2058	54
16.04.2020	Bremen	507	21
16.04.2020	Hamburg	3953	80
16.04.2020	Hessen	6470	187
16.04.2020	Mecklenburg-Vorpommern	634	13
16.04.2020	Niedersachsen	8188	248
16.04.2020	Nordrhein-Westfalen	26383	663
16.04.2020	Rheinland-Pfalz	5087	87
16.04.2020	Saarland	2201	71
16.04.2020	Sachsen	3955	94
16.04.2020	Sachsen-Anhalt	1248	26
16.04.2020	Schleswig-Holstein	2294	55
16.04.2020	Thüringen	1601	45
16.04.2020	Gesamt	130450	3569
17.04.2020	Baden-Württemberg	26543	872
17.04.2020	Bayern	36027	1137
17.04.2020	Berlin	4945	84
17.04.2020	Brandenburg	2120	60
17.04.2020	Bremen	556	22
17.04.2020	Hamburg	4005	84
17.04.2020	Hessen	6705	197
17.04.2020	Mecklenburg-Vorpommern	634	13
17.04.2020	Niedersachsen	8442	274
17.04.2020	Nordrhein-Westfalen	27030	726
17.04.2020	Rheinland-Pfalz	5211	92
17.04.2020	Saarland	2254	76
17.04.2020	Sachsen	4048	95
17.04.2020	Sachsen-Anhalt	1279	28
17.04.2020	Schleswig-Holstein	2349	59
17.04.2020	Thüringen	1682	49
17.04.2020	Gesamt	133830	3868
16.04.2020	Landeshauptstadt Dresden	503	4
16.04.2020	Stadt Chemnitz	185	3
16.04.2020	Stadt Leipzig	503	4
16.04.2020	Landkreis Bautzen	307	5
16.04.2020	Erzgebirgskreis	438	29
16.04.2020	Landkreis Görlitz	225	10
16.04.2020	Landkreis Leipzig	177	4
16.04.2020	Landkreis Meißen	182	10
16.04.2020	Landkreis Mittelsachsen	232	2
16.04.2020	Landkreis Nordsachsen	115	0
16.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	307	1
16.04.2020	Vogtlandkreis	268	2
16.04.2020	Landkreis Zwickau	668	20
16.04.2020	Sachsen_SMS	4110	94
17.04.2020	Landeshauptstadt Dresden	507	5
17.04.2020	Stadt Chemnitz	189	3
17.04.2020	Stadt Leipzig	509	4
17.04.2020	Landkreis Bautzen	318	5
17.04.2020	Erzgebirgskreis	448	30
17.04.2020	Landkreis Görlitz	229	13
17.04.2020	Landkreis Leipzig	179	4
17.04.2020	Landkreis Meißen	188	10
17.04.2020	Landkreis Mittelsachsen	237	2
17.04.2020	Landkreis Nordsachsen	115	0
17.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	316	1
17.04.2020	Vogtlandkreis	271	3
17.04.2020	Landkreis Zwickau	674	20
17.04.2020	Sachsen_SMS	4180	100
18.04.2020	Baden-Württemberg	27258	919
18.04.2020	Bayern	36881	1198
18.04.2020	Berlin	5066	91
18.04.2020	Brandenburg	2161	62
18.04.2020	Bremen	567	24
18.04.2020	Hamburg	4118	90
18.04.2020	Hessen	6916	212
18.04.2020	Mecklenburg-Vorpommern	645	14
18.04.2020	Niedersachsen	8649	281
18.04.2020	Nordrhein-Westfalen	28006	791
18.04.2020	Rheinland-Pfalz	5324	99
18.04.2020	Saarland	2289	86
18.04.2020	Sachsen	4140	103
18.04.2020	Sachsen-Anhalt	1315	29
18.04.2020	Schleswig-Holstein	2387	61
18.04.2020	Thüringen	1717	50
18.04.2020	Gesamt	137439	4110
18.04.2020	Landeshauptstadt Dresden	515	5
18.04.2020	Stadt Chemnitz	189	3
18.04.2020	Stadt Leipzig	513	4
18.04.2020	Landkreis Bautzen	322	7
18.04.2020	Erzgebirgskreis	453	30
18.04.2020	Landkreis Görlitz	235	14
18.04.2020	Landkreis Leipzig	179	4
18.04.2020	Landkreis Meißen	189	10
18.04.2020	Landkreis Mittelsachsen	238	2
18.04.2020	Landkreis Nordsachsen	122	0
18.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	316	1
18.04.2020	Vogtlandkreis	275	4
18.04.2020	Landkreis Zwickau	694	22
18.04.2020	Sachsen_SMS	4240	106
19.04.2020	Landeshauptstadt Dresden	515	5
19.04.2020	Stadt Chemnitz	190	3
19.04.2020	Stadt Leipzig	518	4
19.04.2020	Landkreis Bautzen	326	7
19.04.2020	Erzgebirgskreis	461	31
19.04.2020	Landkreis Görlitz	239	14
19.04.2020	Landkreis Leipzig	179	4
19.04.2020	Landkreis Meißen	193	10
19.04.2020	Landkreis Mittelsachsen	241	2
19.04.2020	Landkreis Nordsachsen	123	0
19.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	316	1
19.04.2020	Vogtlandkreis	279	4
19.04.2020	Landkreis Zwickau	697	22
19.04.2020	Sachsen_SMS	4277	107
20.04.2020	Landeshauptstadt Dresden	524	6
20.04.2020	Stadt Chemnitz	192	3
20.04.2020	Stadt Leipzig	524	4
20.04.2020	Landkreis Bautzen	326	7
20.04.2020	Erzgebirgskreis	469	33
20.04.2020	Landkreis Görlitz	239	14
20.04.2020	Landkreis Leipzig	180	4
20.04.2020	Landkreis Meißen	193	10
20.04.2020	Landkreis Mittelsachsen	241	2
20.04.2020	Landkreis Nordsachsen	123	0
20.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	320	2
20.04.2020	Vogtlandkreis	279	4
20.04.2020	Landkreis Zwickau	713	22
20.04.2020	Sachsen_SMS	4323	111
21.04.2020	Landeshauptstadt Dresden	526	6
21.04.2020	Stadt Chemnitz	192	3
21.04.2020	Stadt Leipzig	528	4
21.04.2020	Landkreis Bautzen	329	8
21.04.2020	Erzgebirgskreis	471	35
21.04.2020	Landkreis Görlitz	241	14
21.04.2020	Landkreis Leipzig	180	4
21.04.2020	Landkreis Meißen	196	12
21.04.2020	Landkreis Mittelsachsen	241	2
21.04.2020	Landkreis Nordsachsen	124	0
21.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	321	2
21.04.2020	Vogtlandkreis	280	4
21.04.2020	Landkreis Zwickau	713	25
21.04.2020	Sachsen_SMS	4342	119
22.04.2020	Landeshauptstadt Dresden	533	6
22.04.2020	Stadt Chemnitz	194	5
22.04.2020	Stadt Leipzig	529	4
22.04.2020	Landkreis Bautzen	330	10
22.04.2020	Erzgebirgskreis	477	36
22.04.2020	Landkreis Görlitz	241	15
22.04.2020	Landkreis Leipzig	184	4
22.04.2020	Landkreis Meißen	204	12
22.04.2020	Landkreis Mittelsachsen	242	2
22.04.2020	Landkreis Nordsachsen	126	0
22.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	326	2
22.04.2020	Vogtlandkreis	285	4
22.04.2020	Landkreis Zwickau	716	26
22.04.2020	Sachsen_SMS	4397	126
23.04.2020	Landeshauptstadt Dresden	536	6
23.04.2020	Stadt Chemnitz	194	5
23.04.2020	Stadt Leipzig	536	5
23.04.2020	Landkreis Bautzen	341	10
23.04.2020	Erzgebirgskreis	485	37
23.04.2020	Landkreis Görlitz	247	17
23.04.2020	Landkreis Leipzig	184	4
23.04.2020	Landkreis Meißen	207	13
23.04.2020	Landkreis Mittelsachsen	241	2
23.04.2020	Landkreis Nordsachsen	129	0
23.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	328	2
23.04.2020	Vogtlandkreis	288	4
23.04.2020	Landkreis Zwickau	722	28
23.04.2020	Sachsen_SMS	4438	133
24.04.2020	Landeshauptstadt Dresden	536	6
24.04.2020	Stadt Chemnitz	194	5
24.04.2020	Stadt Leipzig	541	5
24.04.2020	Landkreis Bautzen	345	10
24.04.2020	Erzgebirgskreis	492	38
24.04.2020	Landkreis Görlitz	249	19
24.04.2020	Landkreis Leipzig	184	4
24.04.2020	Landkreis Meißen	210	14
24.04.2020	Landkreis Mittelsachsen	240	2
24.04.2020	Landkreis Nordsachsen	130	0
24.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	330	2
24.04.2020	Vogtlandkreis	298	5
24.04.2020	Landkreis Zwickau	730	31
24.04.2020	Sachsen_SMS	4479	141
25.04.2020	Landeshauptstadt Dresden	544	6
25.04.2020	Stadt Chemnitz	195	5
25.04.2020	Stadt Leipzig	542	5
25.04.2020	Landkreis Bautzen	346	12
25.04.2020	Erzgebirgskreis	501	39
25.04.2020	Landkreis Görlitz	249	20
25.04.2020	Landkreis Leipzig	184	4
25.04.2020	Landkreis Meißen	212	14
25.04.2020	Landkreis Mittelsachsen	241	4
25.04.2020	Landkreis Nordsachsen	130	0
25.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	330	2
25.04.2020	Vogtlandkreis	300	5
25.04.2020	Landkreis Zwickau	730	31
25.04.2020	Sachsen_SMS	4507	147
19.04.2020	Baden-Württemberg	27883	968
19.04.2020	Bayern	37407	1256
19.04.2020	Berlin	5159	92
19.04.2020	Brandenburg	2221	66
19.04.2020	Bremen	585	25
19.04.2020	Hamburg	4167	91
19.04.2020	Hessen	7108	230
19.04.2020	Mecklenburg-Vorpommern	651	15
19.04.2020	Niedersachsen	8797	288
19.04.2020	Nordrhein-Westfalen	28471	814
19.04.2020	Rheinland-Pfalz	5432	106
19.04.2020	Saarland	2303	91
19.04.2020	Sachsen	4190	107
19.04.2020	Sachsen-Anhalt	1350	30
19.04.2020	Schleswig-Holstein	2417	62
19.04.2020	Thüringen	1756	53
19.04.2020	Gesamt	139897	4294
20.04.2020	Baden-Württemberg	28253	982
20.04.2020	Bayern	37849	1286
20.04.2020	Berlin	5196	94
20.04.2020	Brandenburg	2238	66
20.04.2020	Bremen	604	25
20.04.2020	Hamburg	4185	91
20.04.2020	Hessen	7177	240
20.04.2020	Mecklenburg-Vorpommern	653	15
20.04.2020	Niedersachsen	8900	291
20.04.2020	Nordrhein-Westfalen	28971	857
20.04.2020	Rheinland-Pfalz	5523	107
20.04.2020	Saarland	2314	91
20.04.2020	Sachsen	4229	109
20.04.2020	Sachsen-Anhalt	1369	30
20.04.2020	Schleswig-Holstein	2426	67
20.04.2020	Thüringen	1785	53
20.04.2020	Gesamt	141672	4404
21.04.2020	Baden-Württemberg	28712	1031
21.04.2020	Bayern	38310	1336
21.04.2020	Berlin	5237	97
21.04.2020	Brandenburg	2275	67
21.04.2020	Bremen	609	25
21.04.2020	Hamburg	4204	91
21.04.2020	Hessen	7231	251
21.04.2020	Mecklenburg-Vorpommern	655	15
21.04.2020	Niedersachsen	9098	306
21.04.2020	Nordrhein-Westfalen	29389	896
21.04.2020	Rheinland-Pfalz	5561	116
21.04.2020	Saarland	2328	93
21.04.2020	Sachsen	4253	117
21.04.2020	Sachsen-Anhalt	1383	32
21.04.2020	Schleswig-Holstein	2414	70
21.04.2020	Thüringen	1798	55
21.04.2020	Gesamt	143457	4598
22.04.2020	Baden-Württemberg	28898	1063
22.04.2020	Bayern	38814	1424
22.04.2020	Berlin	5312	105
22.04.2020	Brandenburg	2389	74
22.04.2020	Bremen	624	26
22.04.2020	Hamburg	4204	91
22.04.2020	Hessen	7380	265
22.04.2020	Mecklenburg-Vorpommern	656	15
22.04.2020	Niedersachsen	9236	328
22.04.2020	Nordrhein-Westfalen	30185	964
22.04.2020	Rheinland-Pfalz	5593	122
22.04.2020	Saarland	2367	97
22.04.2020	Sachsen	4273	122
22.04.2020	Sachsen-Anhalt	1395	33
22.04.2020	Schleswig-Holstein	2496	79
22.04.2020	Thüringen	1872	71
22.04.2020	Gesamt	145694	4879
23.04.2020	Baden-Württemberg	29443	1113
23.04.2020	Bayern	39395	1476
23.04.2020	Berlin	5324	105
23.04.2020	Brandenburg	2447	84
23.04.2020	Bremen	672	27
23.04.2020	Hamburg	4286	113
23.04.2020	Hessen	7593	286
23.04.2020	Mecklenburg-Vorpommern	659	15
23.04.2020	Niedersachsen	9391	340
23.04.2020	Nordrhein-Westfalen	30584	999
23.04.2020	Rheinland-Pfalz	5643	131
23.04.2020	Saarland	2395	99
23.04.2020	Sachsen	4327	127
23.04.2020	Sachsen-Anhalt	1425	34
23.04.2020	Schleswig-Holstein	2530	84
23.04.2020	Thüringen	1932	61
23.04.2020	Gesamt	148046	5094
24.04.2020	Baden-Württemberg	29792	1153
24.04.2020	Bayern	39939	1525
24.04.2020	Berlin	5459	112
24.04.2020	Brandenburg	2536	90
24.04.2020	Bremen	707	27
24.04.2020	Hamburg	4358	122
24.04.2020	Hessen	7712	296
24.04.2020	Mecklenburg-Vorpommern	661	16
24.04.2020	Niedersachsen	9544	364
24.04.2020	Nordrhein-Westfalen	31106	1052
24.04.2020	Rheinland-Pfalz	5731	136
24.04.2020	Saarland	2445	105
24.04.2020	Sachsen	4377	135
24.04.2020	Sachsen-Anhalt	1436	35
24.04.2020	Schleswig-Holstein	2557	88
24.04.2020	Thüringen	2023	65
24.04.2020	Gesamt	150383	5321
25.04.2020	Baden-Württemberg	30169	1189
25.04.2020	Bayern	40547	1566
25.04.2020	Berlin	5525	113
25.04.2020	Brandenburg	2627	97
25.04.2020	Bremen	719	27
25.04.2020	Hamburg	4400	139
25.04.2020	Hessen	7837	305
25.04.2020	Mecklenburg-Vorpommern	667	16
25.04.2020	Niedersachsen	9691	377
25.04.2020	Nordrhein-Westfalen	31465	1084
25.04.2020	Rheinland-Pfalz	5767	138
25.04.2020	Saarland	2468	107
25.04.2020	Sachsen	4406	141
25.04.2020	Sachsen-Anhalt	1480	35
25.04.2020	Schleswig-Holstein	2612	95
25.04.2020	Thüringen	2058	71
25.04.2020	Gesamt	152438	5500
26.04.2020	Landeshauptstadt Dresden	551	6
26.04.2020	Stadt Chemnitz	196	5
26.04.2020	Stadt Leipzig	548	5
26.04.2020	Landkreis Bautzen	346	12
26.04.2020	Erzgebirgskreis	503	39
26.04.2020	Landkreis Görlitz	249	20
26.04.2020	Landkreis Leipzig	184	4
26.04.2020	Landkreis Meißen	212	14
26.04.2020	Landkreis Mittelsachsen	243	4
26.04.2020	Landkreis Nordsachsen	130	0
26.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	333	2
26.04.2020	Vogtlandkreis	305	5
26.04.2020	Landkreis Zwickau	741	31
26.04.2020	Sachsen_SMS	4541	147
27.04.2020	Landeshauptstadt Dresden	554	6
27.04.2020	Stadt Chemnitz	196	5
27.04.2020	Stadt Leipzig	551	5
27.04.2020	Landkreis Bautzen	347	12
27.04.2020	Erzgebirgskreis	511	39
27.04.2020	Landkreis Görlitz	252	20
27.04.2020	Landkreis Leipzig	184	4
27.04.2020	Landkreis Meißen	216	14
27.04.2020	Landkreis Mittelsachsen	245	4
27.04.2020	Landkreis Nordsachsen	130	0
27.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	333	2
27.04.2020	Vogtlandkreis	307	5
27.04.2020	Landkreis Zwickau	741	32
27.04.2020	Sachsen_SMS	4567	148
28.04.2020	Landkreis Bautzen	348	12
28.04.2020	Erzgebirgskreis	513	40
28.04.2020	Landkreis Görlitz	252	20
28.04.2020	Landkreis Leipzig	185	4
28.04.2020	Landkreis Meißen	216	14
28.04.2020	Landkreis Mittelsachsen	247	5
28.04.2020	Landkreis Nordsachsen	130	0
28.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	333	2
28.04.2020	Vogtlandkreis	312	6
28.04.2020	Landkreis Zwickau	741	32
28.04.2020	Stadt Chemnitz	196	5
28.04.2020	Landeshauptstadt Dresden	555	6
28.04.2020	Stadt Leipzig	558	5
28.04.2020	Sachsen_SMS	4586	151
26.04.2020	Baden-Württemberg	30761	1237
26.04.2020	Bayern	40912	1596
26.04.2020	Berlin	5600	123
26.04.2020	Brandenburg	2694	100
26.04.2020	Bremen	739	27
26.04.2020	Hamburg	4429	140
26.04.2020	Hessen	7946	315
26.04.2020	Mecklenburg-Vorpommern	673	16
26.04.2020	Niedersachsen	9785	384
26.04.2020	Nordrhein-Westfalen	31669	1096
26.04.2020	Rheinland-Pfalz	5835	147
26.04.2020	Saarland	2482	107
26.04.2020	Sachsen	4428	147
26.04.2020	Sachsen-Anhalt	1494	36
26.04.2020	Schleswig-Holstein	2630	96
26.04.2020	Thüringen	2098	73
26.04.2020	Gesamt	154175	5640
27.04.2020	Baden-Württemberg	31043	1249
27.04.2020	Bayern	41070	1621
27.04.2020	Berlin	5638	125
27.04.2020	Brandenburg	2721	100
27.04.2020	Bremen	754	27
27.04.2020	Hamburg	4475	142
27.04.2020	Hessen	7979	320
27.04.2020	Mecklenburg-Vorpommern	674	16
27.04.2020	Niedersachsen	9847	391
27.04.2020	Nordrhein-Westfalen	31879	1131
27.04.2020	Rheinland-Pfalz	5879	152
27.04.2020	Saarland	2503	121
27.04.2020	Sachsen	4458	147
27.04.2020	Sachsen-Anhalt	1515	36
27.04.2020	Schleswig-Holstein	2638	98
27.04.2020	Thüringen	2120	74
27.04.2020	Gesamt	155193	5750
28.04.2020	Baden-Württemberg	31196	1269
28.04.2020	Bayern	41406	1681
28.04.2020	Berlin	5669	127
28.04.2020	Brandenburg	2747	106
28.04.2020	Bremen	759	27
28.04.2020	Hamburg	4505	142
28.04.2020	Hessen	8026	333
28.04.2020	Mecklenburg-Vorpommern	675	17
28.04.2020	Niedersachsen	9926	394
28.04.2020	Nordrhein-Westfalen	32184	1171
28.04.2020	Rheinland-Pfalz	5928	157
28.04.2020	Saarland	2509	123
28.04.2020	Sachsen	4490	148
28.04.2020	Sachsen-Anhalt	1520	39
28.04.2020	Schleswig-Holstein	2653	101
28.04.2020	Thüringen	2144	78
28.04.2020	Gesamt	156337	5913
29.04.2020	Baden-Württemberg	31336	1299
29.04.2020	Bayern	41830	1754
29.04.2020	Berlin	5734	137
29.04.2020	Brandenburg	2768	109
29.04.2020	Bremen	797	29
29.04.2020	Hamburg	4525	153
29.04.2020	Hessen	8184	346
29.04.2020	Mecklenburg-Vorpommern	687	17
29.04.2020	Niedersachsen	9972	406
29.04.2020	Nordrhein-Westfalen	32429	1200
29.04.2020	Rheinland-Pfalz	5982	161
29.04.2020	Saarland	2514	129
29.04.2020	Sachsen	4509	153
29.04.2020	Sachsen-Anhalt	1525	39
29.04.2020	Schleswig-Holstein	2679	103
29.04.2020	Thüringen	2170	80
29.04.2020	Gesamt	157641	6115
29.04.2020	Landeshauptstadt Dresden	559	6
29.04.2020	Stadt Leipzig	564	5
29.04.2020	Stadt Chemnitz	196	5
29.04.2020	Landkreis Bautzen	351	12
29.04.2020	Erzgebirgskreis	513	40
29.04.2020	Landkreis Görlitz	253	20
29.04.2020	Landkreis Leipzig	185	4
29.04.2020	Landkreis Meißen	219	16
29.04.2020	Landkreis Mittelsachsen	247	5
29.04.2020	Landkreis Nordsachsen	136	0
29.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	335	2
29.04.2020	Vogtlandkreis	312	6
29.04.2020	Landkreis Zwickau	750	32
29.04.2020	Sachsen_SMS	4620	153
30.04.2020	Baden-Württemberg	31609	1353
30.04.2020	Bayern	42080	1799
30.04.2020	Berlin	5827	147
30.04.2020	Brandenburg	2831	113
30.04.2020	Bremen	827	29
30.04.2020	Hamburg	4562	155
30.04.2020	Hessen	8304	353
30.04.2020	Mecklenburg-Vorpommern	690	17
30.04.2020	Niedersachsen	10067	416
30.04.2020	Nordrhein-Westfalen	32687	1219
30.04.2020	Rheinland-Pfalz	6029	166
30.04.2020	Saarland	2552	131
30.04.2020	Sachsen	4561	156
30.04.2020	Sachsen-Anhalt	1549	43
30.04.2020	Schleswig-Holstein	2690	106
30.04.2020	Thüringen	2254	85
30.04.2020	Gesamt	159119	6288
30.04.2020	Landeshauptstadt Dresden	559	6
30.04.2020	Stadt Leipzig	567	7
30.04.2020	Stadt Chemnitz	197	5
30.04.2020	Landkreis Bautzen	356	12
30.04.2020	Erzgebirgskreis	517	40
30.04.2020	Landkreis Görlitz	255	20
30.04.2020	Landkreis Leipzig	186	4
30.04.2020	Landkreis Meißen	220	16
30.04.2020	Landkreis Mittelsachsen	251	6
30.04.2020	Landkreis Nordsachsen	138	0
30.04.2020	Landkreis Sächsische Schweiz-Osterzgebirge	335	2
30.04.2020	Vogtlandkreis	317	6
30.04.2020	Landkreis Zwickau	758	34
30.04.2020	Sachsen_SMS	4656	158
01.05.2020	Baden-Württemberg	31919	1385
01.05.2020	Bayern	42489	1850
01.05.2020	Berlin	5887	149
01.05.2020	Brandenburg	2872	120
01.05.2020	Bremen	859	30
01.05.2020	Hamburg	4604	163
01.05.2020	Hessen	8376	360
01.05.2020	Mecklenburg-Vorpommern	693	18
01.05.2020	Niedersachsen	10141	429
01.05.2020	Nordrhein-Westfalen	33058	1261
01.05.2020	Rheinland-Pfalz	6086	172
01.05.2020	Saarland	2581	135
01.05.2020	Sachsen	4592	162
01.05.2020	Sachsen-Anhalt	1564	44
01.05.2020	Schleswig-Holstein	2714	110
01.05.2020	Thüringen	2323	93
01.05.2020	Gesamt	160758	6481
01.05.2020	Landeshauptstadt Dresden	562	6
01.05.2020	Stadt Leipzig	567	7
01.05.2020	Stadt Chemnitz	197	5
01.05.2020	Landkreis Bautzen	358	12
01.05.2020	Erzgebirgskreis	520	41
01.05.2020	Landkreis Görlitz	256	20
01.05.2020	Landkreis Leipzig	186	4
01.05.2020	Landkreis Meißen	220	16
01.05.2020	Landkreis Mittelsachsen	251	6
01.05.2020	Landkreis Nordsachsen	138	0
01.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	335	2
01.05.2020	Vogtlandkreis	323	7
01.05.2020	Landkreis Zwickau	764	37
01.05.2020	Sachsen_SMS	4677	163
02.05.2020	Baden-Württemberg	32146	1402
02.05.2020	Bayern	42658	1885
02.05.2020	Berlin	5943	152
02.05.2020	Brandenburg	2886	122
02.05.2020	Bremen	871	30
02.05.2020	Hamburg	4609	163
02.05.2020	Hessen	8486	364
02.05.2020	Mecklenburg-Vorpommern	695	18
02.05.2020	Niedersachsen	10246	451
02.05.2020	Nordrhein-Westfalen	33216	1268
02.05.2020	Rheinland-Pfalz	6099	173
02.05.2020	Saarland	2597	135
02.05.2020	Sachsen	4617	163
02.05.2020	Sachsen-Anhalt	1571	44
02.05.2020	Schleswig-Holstein	2728	112
02.05.2020	Thüringen	2335	93
02.05.2020	Gesamt	161703	6575
02.05.2020	Landeshauptstadt Dresden	568	7
02.05.2020	Stadt Leipzig	570	7
02.05.2020	Stadt Chemnitz	199	5
02.05.2020	Landkreis Bautzen	358	12
02.05.2020	Erzgebirgskreis	521	41
02.05.2020	Landkreis Görlitz	262	20
02.05.2020	Landkreis Leipzig	186	4
02.05.2020	Landkreis Meißen	221	17
02.05.2020	Landkreis Mittelsachsen	251	6
02.05.2020	Landkreis Nordsachsen	138	0
02.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	335	2
02.05.2020	Vogtlandkreis	337	7
02.05.2020	Landkreis Zwickau	769	37
02.05.2020	Sachsen_SMS	4715	165
03.05.2020	Baden-Württemberg	32291	1412
03.05.2020	Bayern	42792	1910
03.05.2020	Berlin	5976	154
03.05.2020	Brandenburg	2905	122
03.05.2020	Bremen	875	30
03.05.2020	Hamburg	4631	164
03.05.2020	Hessen	8524	370
03.05.2020	Mecklenburg-Vorpommern	698	18
03.05.2020	Niedersachsen	10283	453
03.05.2020	Nordrhein-Westfalen	33428	1287
03.05.2020	Rheinland-Pfalz	6133	176
03.05.2020	Saarland	2605	138
03.05.2020	Sachsen	4696	165
03.05.2020	Sachsen-Anhalt	1576	44
03.05.2020	Schleswig-Holstein	2738	113
03.05.2020	Thüringen	2345	93
03.05.2020	Gesamt	162496	6649
03.05.2020	Landeshauptstadt Dresden	568	7
03.05.2020	Stadt Leipzig	572	7
03.05.2020	Stadt Chemnitz	198	5
03.05.2020	Landkreis Bautzen	358	13
03.05.2020	Erzgebirgskreis	526	42
03.05.2020	Landkreis Görlitz	262	20
03.05.2020	Landkreis Leipzig	186	4
03.05.2020	Landkreis Meißen	221	17
03.05.2020	Landkreis Mittelsachsen	251	6
03.05.2020	Landkreis Nordsachsen	138	0
03.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	335	2
03.05.2020	Vogtlandkreis	347	7
03.05.2020	Landkreis Zwickau	769	37
03.05.2020	Sachsen_SMS	4731	167
04.05.2020	Baden-Württemberg	32411	1421
04.05.2020	Bayern	42997	1926
04.05.2020	Berlin	6010	154
04.05.2020	Brandenburg	2914	122
04.05.2020	Bremen	893	30
04.05.2020	Hamburg	4636	166
04.05.2020	Hessen	8549	372
04.05.2020	Mecklenburg-Vorpommern	699	18
04.05.2020	Niedersachsen	10325	456
04.05.2020	Nordrhein-Westfalen	33560	1290
04.05.2020	Rheinland-Pfalz	6150	177
04.05.2020	Saarland	2608	139
04.05.2020	Sachsen	4702	167
04.05.2020	Sachsen-Anhalt	1578	45
04.05.2020	Schleswig-Holstein	2788	113
04.05.2020	Thüringen	2355	96
04.05.2020	Gesamt	163175	6692
04.05.2020	Landeshauptstadt Dresden	571	7
04.05.2020	Stadt Leipzig	572	8
04.05.2020	Stadt Chemnitz	198	5
04.05.2020	Landkreis Bautzen	358	13
04.05.2020	Erzgebirgskreis	527	42
04.05.2020	Landkreis Görlitz	262	20
04.05.2020	Landkreis Leipzig	186	4
04.05.2020	Landkreis Meißen	221	17
04.05.2020	Landkreis Mittelsachsen	251	6
04.05.2020	Landkreis Nordsachsen	138	0
04.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	335	2
04.05.2020	Vogtlandkreis	358	8
04.05.2020	Landkreis Zwickau	772	37
04.05.2020	Sachsen_SMS	4749	169
05.05.2020	CountryExp	AllConfCases	AllDeaths
05.05.2020	Baden-Württemberg	32482	1452
05.05.2020	Bayern	43162	1949
05.05.2020	Berlin	6042	154
05.05.2020	Brandenburg	2940	123
05.05.2020	Bremen	895	31
05.05.2020	Hamburg	4644	172
05.05.2020	Hessen	8585	381
05.05.2020	Mecklenburg-Vorpommern	703	19
05.05.2020	Niedersachsen	10380	463
05.05.2020	Nordrhein-Westfalen	33728	1332
05.05.2020	Rheinland-Pfalz	6160	182
05.05.2020	Saarland	2618	139
05.05.2020	Sachsen	4745	171
05.05.2020	Sachsen-Anhalt	1585	46
05.05.2020	Schleswig-Holstein	2799	118
05.05.2020	Thüringen	2392	99
05.05.2020	Gesamt	163860	6831
05.05.2020	Landeshauptstadt Dresden	573	7
05.05.2020	Stadt Leipzig	573	10
05.05.2020	Stadt Chemnitz	198	5
05.05.2020	Landkreis Bautzen	361	13
05.05.2020	Erzgebirgskreis	527	42
05.05.2020	Landkreis Görlitz	266	20
05.05.2020	Landkreis Leipzig	186	4
05.05.2020	Landkreis Meißen	222	17
05.05.2020	Landkreis Mittelsachsen	251	7
05.05.2020	Landkreis Nordsachsen	138	0
05.05.2020	Landkreis Sächsische Schweiz-Osterzgebirge	339	2
05.05.2020	Vogtlandkreis	361	9
05.05.2020	Landkreis Zwickau	775	38
05.05.2020	Sachsen_SMS	4770	174
06.05.2020	Baden-Württemberg	32576	1481
06.05.2020	Bayern	43371	2001
06.05.2020	Berlin	6092	159
06.05.2020	Brandenburg	2969	127
06.05.2020	Bremen	916	31
06.05.2020	Hamburg	4664	190
06.05.2020	Hessen	8642	386
06.05.2020	Mecklenburg-Vorpommern	711	19
06.05.2020	Niedersachsen	10453	470
06.05.2020	Nordrhein-Westfalen	33977	1358
06.05.2020	Rheinland-Pfalz	6191	187
06.05.2020	Saarland	2627	141
06.05.2020	Sachsen	4784	177
06.05.2020	Sachsen-Anhalt	1590	46
